source,ingredient_id,token_id,token,label
gk,2680,10,any,O
gk,2680,11,sea,O
gk,2680,12,fish,O
gk,2680,13,-RRB-,O
gk,2681,0,1 1/2,QUANTITY
gk,2681,1,cups,UNIT
gk,2681,2,dry,DF
gk,2681,3,white,NAME
gk,2681,4,wine,NAME
gk,2682,0,3,QUANTITY
gk,2682,1,large,SIZE
gk,2682,2,egg,NAME
gk,2682,3,yolks,NAME
gk,2683,0,4,QUANTITY
gk,2683,1,ounces,UNIT
gk,2683,2,canned,STATE
gk,2683,3,diced,STATE
gk,2683,4,green,NAME
gk,2683,5,chiles,NAME
gk,2684,0,3/4,QUANTITY
gk,2684,1,cup,UNIT
gk,2684,2,dry,DF
gk,2684,3,breadcrumbs,NAME
gk,2685,0,125,QUANTITY
gk,2685,1,g,UNIT
gk,2685,2,black,NAME
gk,2685,3,treacle,NAME
gk,2686,0,3,QUANTITY
gk,2686,1,cups,UNIT
gk,2686,2,small,SIZE
gk,2686,3,diced,STATE
gk,2686,4,carrots,NAME
gk,2687,0,3,QUANTITY
gk,2687,1,tablespoons,UNIT
gk,2687,2,tandoori,NAME
gk,2687,3,paste,NAME
gk,2688,0,2,QUANTITY
gk,2688,1,tablespoons,UNIT
gk,2688,2,fresh,DF
gk,2688,3,parsley,NAME
gk,2689,0,1 1/2,QUANTITY
gk,2689,1,cups,UNIT
gk,2689,2,seedless,STATE
gk,2689,3,grapes,NAME
gk,2690,0,2,QUANTITY
gk,2690,1,ounces,UNIT
gk,2690,2,white,NAME
gk,2690,3,wine,NAME
gk,2691,0,3,QUANTITY
gk,2691,1,cups,UNIT
gk,2691,2,frozen,TEMP
gk,2691,3,cheese,NAME
gk,2691,4,tortellini,NAME
gk,2691,5,or,O
gk,2691,6,3,O
gk,2691,7,cups,O
gk,2691,8,fresh,O
gk,2691,9,cheese,O
gk,2691,10,tortellini,O
gk,2692,0,20,QUANTITY
gk,2692,1,oven,STATE
gk,2692,2,ready,STATE
gk,2692,3,cannelloni,NAME
gk,2692,4,tubes,NAME
gk,2693,0,2,QUANTITY
gk,2693,1,teaspoons,UNIT
gk,2693,2,white,NAME
gk,2693,3,sugar,NAME
gk,2694,0,2,QUANTITY
gk,2694,1,tablespoons,UNIT
gk,2694,2,light,DF
gk,2694,3,cream,NAME
gk,2695,0,125,QUANTITY
gk,2695,1,g,UNIT
gk,2695,2,white,NAME
gk,2695,3,flour,NAME
gk,2696,0,8,QUANTITY
gk,2696,1,small,SIZE
gk,2696,2,new,O
gk,2696,3,potatoes,NAME
gk,2697,0,1/2,QUANTITY
gk,2697,1,cup,UNIT
gk,2697,2,frozen,TEMP
gk,2697,3,garden,NAME
gk,2697,4,peas,NAME
gk,2698,0,5,QUANTITY
gk,2698,1,tablespoons,UNIT
gk,2698,2,extra,NAME
gk,2698,3,virgin,NAME
gk,2698,4,olive,NAME
gk,2698,5,oil,NAME
gk,2699,0,1,QUANTITY
gk,2699,1,cup,UNIT
gk,2699,2,red,NAME
gk,2699,3,cabbage,NAME
gk,2699,4,-LRB-,O
gk,2699,5,chopped,O
gk,2699,6,-RRB-,O
gk,2700,0,refried,STATE
gk,2700,1,beans,NAME
gk,2701,0,2,QUANTITY
gk,2701,1,tablespoons,UNIT
gk,2701,2,heavy,NAME
gk,2701,3,cream,NAME
gk,2702,0,1,QUANTITY
gk,2702,1,teaspoon,UNIT
gk,2702,2,black,NAME
gk,2702,3,peppercorns,NAME
gk,2703,0,2,QUANTITY
gk,2703,1,cups,UNIT
gk,2703,2,whole,O
gk,2703,3,milk,NAME
gk,2704,0,6,QUANTITY
gk,2704,1,sheets,UNIT
gk,2704,2,no-boil,STATE
gk,2704,3,lasagna,NAME
gk,2704,4,noodles,NAME
gk,2705,0,16,QUANTITY
gk,2705,1,ounces,UNIT
gk,2705,2,thin,O
gk,2705,3,spaghetti,NAME
gk,2706,0,2,QUANTITY
gk,2706,1,cups,UNIT
gk,2706,2,coconut,NAME
gk,2706,3,milk,NAME
gk,2707,0,4,QUANTITY
gk,2707,1,cups,UNIT
gk,2707,2,white,NAME
gk,2707,3,sugar,NAME
gk,2708,0,9,QUANTITY
gk,2708,1,large,SIZE
gk,2708,2,garlic,NAME
gk,2708,3,cloves,UNIT
gk,2709,0,3,QUANTITY
gk,2709,1,tablespoons,UNIT
gk,2709,2,melted,STATE
gk,2709,3,butter,NAME
gk,2710,0,3 1/2,QUANTITY
gk,2710,1,cups,UNIT
gk,2710,2,fresh,DF
gk,2710,3,blackberries,NAME
gk,2711,0,3,QUANTITY
gk,2711,1,tablespoons,UNIT
gk,2711,2,extra,NAME
gk,2711,3,virgin,NAME
gk,2711,4,olive,NAME
gk,2711,5,oil,NAME
gk,2712,0,3,QUANTITY
gk,2712,1,cups,UNIT
gk,2712,2,diced,STATE
gk,2712,3,peaches,NAME
gk,2713,0,8,QUANTITY
gk,2713,1,cups,UNIT
gk,2713,2,Baby,NAME
gk,2713,3,Spinach,NAME
gk,2713,4,",",O
gk,2713,5,fresh,DF
gk,2714,0,2,QUANTITY
gk,2714,1,cups,UNIT
gk,2714,2,long-grain,O
gk,2714,3,white,NAME
gk,2714,4,rice,NAME
gk,2715,0,1,QUANTITY
gk,2715,1,1,QUANTITY
gk,2715,2,lb,UNIT
gk,2715,3,cod,O
gk,2715,4,fish,NAME
gk,2715,5,fillets,NAME
gk,2715,6,or,O
gk,2715,7,1,O
gk,2715,8,lb,O
gk,2715,9,other,O
gk,2715,10,firm,O
gk,2715,11,white,O
gk,2715,12,fish,O
gk,2715,13,fillet,O
gk,2715,14,",",O
gk,2715,15,cut,O
gk,2715,16,into,O
gk,2715,17,4,O
gk,2715,18,serving,O
gk,2715,19,pieces,O
gk,2716,0,5,QUANTITY
gk,2716,1,tablespoons,UNIT
gk,2716,2,white,NAME
gk,2716,3,pepper,NAME
gk,2717,0,2,QUANTITY
gk,2717,1,tablespoons,UNIT
gk,2717,2,fresh,DF
gk,2717,3,lemon,NAME
gk,2717,4,juice,NAME
gk,2718,0,2,QUANTITY
gk,2718,1,tablespoons,UNIT
gk,2718,2,dry,DF
gk,2718,3,yeast,NAME
gk,2719,0,2,QUANTITY
gk,2719,1,tablespoons,UNIT
gk,2719,2,neutral,NAME
gk,2719,3,vegetable,NAME
gk,2719,4,oil,NAME
gk,2720,0,salt,NAME
gk,2720,1,",",O
gk,2720,2,pepper,NAME
gk,2720,3,",",O
gk,2720,4,red,NAME
gk,2720,5,pepper,NAME
gk,2720,6,flakes,NAME
gk,2721,0,2,QUANTITY
gk,2721,1,teaspoons,UNIT
gk,2721,2,olive,NAME
gk,2721,3,oil,NAME
gk,2721,4,-LRB-,O
gk,2721,5,optional,O
gk,2721,6,-RRB-,O
gk,2722,0,2,QUANTITY
gk,2722,1,tablespoons,UNIT
gk,2722,2,sherry,NAME
gk,2722,3,wine,NAME
gk,2722,4,vinegar,NAME
gk,2722,5,or,O
gk,2722,6,2,O
gk,2722,7,tablespoons,O
gk,2722,8,red,O
gk,2722,9,wine,O
gk,2722,10,vinegar,O
gk,2723,0,2,QUANTITY
gk,2723,1,large,SIZE
gk,2723,2,tomatoes,NAME
gk,2724,0,3,QUANTITY
gk,2724,1,tablespoons,UNIT
gk,2724,2,mascarpone,NAME
gk,2724,3,cheese,NAME
gk,2725,0,2-3,QUANTITY
gk,2725,1,tablespoons,UNIT
gk,2725,2,green,NAME
gk,2725,3,curry,NAME
gk,2725,4,paste,NAME
gk,2726,0,1,QUANTITY
gk,2726,1,large,SIZE
gk,2726,2,tomatoes,NAME
gk,2727,0,4,QUANTITY
gk,2727,1,ounces,UNIT
gk,2727,2,green,NAME
gk,2727,3,zucchini,NAME
gk,2728,0,1/3,QUANTITY
gk,2728,1,cup,UNIT
gk,2728,2,tostidos,NAME
gk,2728,3,mild,NAME
gk,2728,4,salsa,NAME
gk,2729,0,2,QUANTITY
gk,2729,1,lbs,UNIT
gk,2729,2,",",O
gk,2729,3,fresh,DF
gk,2729,4,whole-milk,NAME
gk,2729,5,ricotta,NAME
gk,2730,0,1 1/2,QUANTITY
gk,2730,1,cups,UNIT
gk,2730,2,ghee,NAME
gk,2730,3,",",O
gk,2730,4,melted,STATE
gk,2731,0,2,QUANTITY
gk,2731,1,containers,UNIT
gk,2731,2,digiorno,NAME
gk,2731,3,low-fat,STATE
gk,2731,4,alfredo,NAME
gk,2731,5,sauce,NAME
gk,2732,0,2,QUANTITY
gk,2732,1,teaspoons,UNIT
gk,2732,2,light,DF
gk,2732,3,soy,NAME
gk,2732,4,sauce,NAME
gk,2733,0,4,QUANTITY
gk,2733,1,tablespoons,UNIT
gk,2733,2,light,DF
gk,2733,3,olive,NAME
gk,2733,4,oil,NAME
gk,2734,0,1 1/2,QUANTITY
gk,2734,1,teaspoons,UNIT
gk,2734,2,horseradish,NAME
gk,2735,0,1,QUANTITY
gk,2735,1,teaspoon,UNIT
gk,2735,2,sesame,NAME
gk,2735,3,oil,NAME
gk,2735,4,-LRB-,O
gk,2735,5,dark,O
gk,2735,6,-RRB-,O
gk,2736,0,6,QUANTITY
gk,2736,1,hard-boiled,NAME
gk,2736,2,eggs,NAME
gk,2737,0,6,QUANTITY
gk,2737,1,ounces,UNIT
gk,2737,2,firm,NAME
gk,2737,3,tofu,NAME
gk,2738,0,2,QUANTITY
gk,2738,1,teaspoons,UNIT
gk,2738,2,turmeric,NAME
gk,2738,3,",",O
gk,2738,4,ground,STATE
gk,2739,0,8,QUANTITY
gk,2739,1,idaho,O
gk,2739,2,potatoes,NAME
gk,2740,0,7,QUANTITY
gk,2740,1,tablespoons,UNIT
gk,2740,2,all-purpose,NAME
gk,2740,3,flour,NAME
gk,2741,0,2,QUANTITY
gk,2741,1,cups,UNIT
gk,2741,2,2,QUANTITY
gk,2741,3,%,O
gk,2741,4,low-fat,STATE
gk,2741,5,milk,NAME
gk,2742,0,2,QUANTITY
gk,2742,1,cans,UNIT
gk,2742,2,fat-free,O
gk,2742,3,refried,O
gk,2742,4,beans,NAME
gk,2743,0,2,QUANTITY
gk,2743,1,tablespoons,UNIT
gk,2743,2,white,NAME
gk,2743,3,wine,NAME
gk,2743,4,vinegar,NAME
gk,2744,0,2,QUANTITY
gk,2744,1,cups,UNIT
gk,2744,2,granny,NAME
gk,2744,3,smith,NAME
gk,2744,4,apples,NAME
gk,2744,5,",",O
gk,2744,6,diced,STATE
gk,2745,0,1 1/2,QUANTITY
gk,2745,1,teaspoons,UNIT
gk,2745,2,pure,NAME
gk,2745,3,vanilla,NAME
gk,2745,4,extract,NAME
gk,2746,0,2,QUANTITY
gk,2746,1,spring,NAME
gk,2746,2,onions,NAME
gk,2746,3,or,O
gk,2746,4,2,O
gk,2746,5,green,O
gk,2746,6,onions,O
gk,2746,7,",",O
gk,2746,8,diced,O
gk,2747,0,1,QUANTITY
gk,2747,1,teaspoon,UNIT
gk,2747,2,mixed,NAME
gk,2747,3,herbs,NAME
gk,2748,0,5,QUANTITY
gk,2748,1,tablespoons,UNIT
gk,2748,2,light,DF
gk,2748,3,soy,NAME
gk,2748,4,sauce,NAME
gk,2749,0,4,QUANTITY
gk,2749,1,large,SIZE
gk,2749,2,apples,NAME
gk,2750,0,1 1/2,QUANTITY
gk,2750,1,tablespoons,UNIT
gk,2750,2,unsalted,STATE
gk,2750,3,butter,NAME
gk,2751,0,2,QUANTITY
gk,2751,1,cups,UNIT
gk,2751,2,whole,O
gk,2751,3,wheat,NAME
gk,2751,4,flour,NAME
gk,2752,0,3,QUANTITY
gk,2752,1,ounces,UNIT
gk,2752,2,semisweet,STATE
gk,2752,3,chocolate,NAME
gk,2753,0,3,QUANTITY
gk,2753,1,tablespoons,UNIT
gk,2753,2,light,DF
gk,2753,3,soy,NAME
gk,2753,4,sauce,NAME
gk,2754,0,4 1/2,QUANTITY
gk,2754,1,teaspoons,UNIT
gk,2754,2,dry,DF
gk,2754,3,yeast,NAME
gk,2755,0,2,QUANTITY
gk,2755,1,cups,UNIT
gk,2755,2,farfalle,NAME
gk,2755,3,pasta,NAME
gk,2756,0,2,QUANTITY
gk,2756,1,tablespoons,UNIT
gk,2756,2,pure,STATE
gk,2756,3,wesson,NAME
gk,2756,4,canola,NAME
gk,2756,5,oil,NAME
gk,2757,0,2,QUANTITY
gk,2757,1,teaspoons,UNIT
gk,2757,2,whole,O
gk,2757,3,grain,NAME
gk,2757,4,mustard,NAME
gk,2758,0,1 1/4,QUANTITY
gk,2758,1,cups,UNIT
gk,2758,2,brown,NAME
gk,2758,3,sugar,NAME
gk,2759,0,1 1/4,QUANTITY
gk,2759,1,ounces,UNIT
gk,2759,2,dry,DF
gk,2759,3,onion,NAME
gk,2759,4,soup,NAME
gk,2759,5,mix,NAME
gk,2760,0,1 1/2,QUANTITY
gk,2760,1,tablespoons,UNIT
gk,2760,2,sherry,NAME
gk,2760,3,wine,NAME
gk,2760,4,vinegar,NAME
gk,2761,0,4-5,QUANTITY
gk,2761,1,tablespoons,UNIT
gk,2761,2,heavy,NAME
gk,2761,3,cream,NAME
gk,2762,0,2,QUANTITY
gk,2762,1,whole,O
gk,2762,2,cloves,NAME
gk,2763,0,2 1/2,QUANTITY
gk,2763,1,-,O
gk,2763,2,3,O
gk,2763,3,lbs,UNIT
gk,2763,4,broiler-fryer,NAME
gk,2763,5,chickens,NAME
gk,2763,6,",",O
gk,2763,7,cut,STATE
gk,2763,8,up,O
gk,2764,0,2,QUANTITY
gk,2764,1,cups,UNIT
gk,2764,2,heavy,NAME
gk,2764,3,cream,NAME
gk,2765,0,wide,O
gk,2765,1,egg,NAME
gk,2765,2,noodles,NAME
gk,2766,0,6,QUANTITY
gk,2766,1,large,SIZE
gk,2766,2,eggs,NAME
gk,2767,0,3,QUANTITY
gk,2767,1,cups,UNIT
gk,2767,2,unbleached,STATE
gk,2767,3,all-purpose,NAME
gk,2767,4,flour,NAME
gk,2768,0,2,QUANTITY
gk,2768,1,teaspoons,UNIT
gk,2768,2,garam,NAME
gk,2768,3,masala,NAME
gk,2768,4,powder,NAME
gk,2769,0,1,QUANTITY
gk,2769,1,cup,UNIT
gk,2769,2,butter,NAME
gk,2769,3,",",O
gk,2769,4,softened,STATE
gk,2769,5,-LRB-,O
gk,2769,6,no,O
gk,2769,7,substitutes,O
gk,2769,8,-RRB-,O
gk,2770,0,1 1/2,QUANTITY
gk,2770,1,cups,UNIT
gk,2770,2,unbleached,STATE
gk,2770,3,all-purpose,NAME
gk,2770,4,flour,NAME
gk,2771,0,2,QUANTITY
gk,2771,1,cups,UNIT
gk,2771,2,cold,TEMP
gk,2771,3,water,NAME
gk,2772,0,4,QUANTITY
gk,2772,1,ounces,UNIT
gk,2772,2,firm,NAME
gk,2772,3,tofu,NAME
gk,2772,4,or,O
gk,2772,5,4,QUANTITY
gk,2772,6,ounces,UNIT
gk,2772,7,tofu,NAME
gk,2772,8,ham,NAME
gk,2772,9,",",O
gk,2772,10,cut,STATE
gk,2772,11,into,O
gk,2772,12,thin,O
gk,2772,13,strips,O
gk,2772,14,-LRB-,O
gk,2772,15,110,QUANTITY
gk,2772,16,g,UNIT
gk,2772,17,-RRB-,O
gk,2773,0,2,QUANTITY
gk,2773,1,heads,NAME
gk,2773,2,green,NAME
gk,2773,3,cabbage,NAME
gk,2773,4,",",O
gk,2773,5,about,O
gk,2773,6,3,O
gk,2773,7,lbs,O
gk,2773,8,each,O
gk,2774,0,1/2,QUANTITY
gk,2774,1,lb,UNIT
gk,2774,2,green,NAME
gk,2774,3,beans,NAME
gk,2775,0,6,QUANTITY
gk,2775,1,large,SIZE
gk,2775,2,green,NAME
gk,2775,3,peppers,NAME
gk,2776,0,3-4,QUANTITY
gk,2776,1,small,SIZE
gk,2776,2,heirloom,NAME
gk,2776,3,tomatoes,NAME
gk,2776,4,",",O
gk,2776,5,preferably,O
gk,2776,6,different,O
gk,2776,7,colors,O
gk,2777,0,2,QUANTITY
gk,2777,1,tablespoons,UNIT
gk,2777,2,brown,NAME
gk,2777,3,rice,NAME
gk,2778,0,1 1/4,QUANTITY
gk,2778,1,cups,UNIT
gk,2778,2,low-fat,STATE
gk,2778,3,milk,NAME
gk,2779,0,4,QUANTITY
gk,2779,1,cloves,UNIT
gk,2779,2,garlic,NAME
gk,2779,3,",",O
gk,2779,4,thinly,O
gk,2779,5,sliced,STATE
gk,2779,6,.,O
gk,2780,0,2,QUANTITY
gk,2780,1,teaspoons,UNIT
gk,2780,2,brown,NAME
gk,2780,3,sugar,NAME
gk,2781,0,2,QUANTITY
gk,2781,1,cups,UNIT
gk,2781,2,plain,O
gk,2781,3,yogurt,NAME
gk,2782,0,1,QUANTITY
gk,2782,1,unbaked,STATE
gk,2782,2,double,NAME
gk,2782,3,pie,NAME
gk,2782,4,crusts,NAME
gk,2783,0,1,QUANTITY
gk,2783,1,lb,UNIT
gk,2783,2,uncooked,STATE
gk,2783,3,black,NAME
gk,2783,4,beans,NAME
gk,2784,0,3,QUANTITY
gk,2784,1,large,SIZE
gk,2784,2,carrots,NAME
gk,2784,3,",",O
gk,2784,4,diced,STATE
gk,2785,0,2,QUANTITY
gk,2785,1,teaspoons,UNIT
gk,2785,2,white,NAME
gk,2785,3,vinegar,NAME
gk,2786,0,salt,NAME
gk,2786,1,",",O
gk,2786,2,pepper,NAME
gk,2786,3,",",O
gk,2786,4,a,O
gk,2786,5,few,O
gk,2786,6,cloves,O
gk,2787,0,5,QUANTITY
gk,2787,1,ounces,UNIT
gk,2787,2,sour,STATE
gk,2787,3,cream,NAME
gk,2788,0,6,QUANTITY
gk,2788,1,tablespoons,UNIT
gk,2788,2,mashed,STATE
gk,2788,3,ripe,STATE
gk,2788,4,avocados,NAME
gk,2789,0,8,QUANTITY
gk,2789,1,ounces,UNIT
gk,2789,2,Italian,NAME
gk,2789,3,bread,NAME
gk,2790,0,1,QUANTITY
gk,2790,1,cup,UNIT
gk,2790,2,seasoned,STATE
gk,2790,3,bread,NAME
gk,2790,4,crumbs,NAME
gk,2791,0,6-7,QUANTITY
gk,2791,1,lipton,NAME
gk,2791,2,black,NAME
gk,2791,3,tea,NAME
gk,2791,4,bags,UNIT
gk,2792,0,2,QUANTITY
gk,2792,1,cups,UNIT
gk,2792,2,potatoes,NAME
gk,2792,3,",",O
gk,2792,4,diced,STATE
gk,2793,0,2,QUANTITY
gk,2793,1,cups,UNIT
gk,2793,2,fresh,DF
gk,2793,3,broccoli,NAME
gk,2793,4,florets,O
gk,2793,5,-LRB-,O
gk,2793,6,or,O
gk,2793,7,frozen,TEMP
gk,2793,8,-RRB-,O
gk,2794,0,2,QUANTITY
gk,2794,1,fluid,UNIT
gk,2794,2,ounces,UNIT
gk,2794,3,bottled,NAME
gk,2794,4,water,NAME
gk,2795,0,2,QUANTITY
gk,2795,1,tablespoons,UNIT
gk,2795,2,white,NAME
gk,2795,3,lentils,NAME
gk,2796,0,3-4,QUANTITY
gk,2796,1,tablespoons,UNIT
gk,2796,2,spicy,NAME
gk,2796,3,paprika,NAME
gk,2797,0,2,QUANTITY
gk,2797,1,tablespoons,UNIT
gk,2797,2,grainy,NAME
gk,2797,3,mustard,NAME
gk,2798,0,1,QUANTITY
gk,2798,1,cup,UNIT
gk,2798,2,frozen,TEMP
gk,2798,3,peas,NAME
gk,2799,0,4,QUANTITY
gk,2799,1,ounces,UNIT
gk,2799,2,semisweet,STATE
gk,2799,3,chocolate,NAME
gk,2800,0,4,QUANTITY
gk,2800,1,whole,NAME
gk,2800,2,poblano,NAME
gk,2800,3,peppers,NAME
gk,2801,0,3,QUANTITY
gk,2801,1,teaspoons,UNIT
gk,2801,2,nuoc,NAME
gk,2801,3,nam,NAME
gk,2802,0,14,QUANTITY
gk,2802,1,tablespoons,UNIT
gk,2802,2,unsalted,STATE
gk,2802,3,butter,NAME
gk,2803,0,7,QUANTITY
gk,2803,1,tablespoons,UNIT
gk,2803,2,extra-virgin,NAME
gk,2803,3,olive,NAME
gk,2803,4,oil,NAME
gk,2804,0,150,QUANTITY
gk,2804,1,g,UNIT
gk,2804,2,frozen,TEMP
gk,2804,3,raspberries,NAME
gk,2804,4,-LRB-,O
gk,2804,5,thawed,STATE
gk,2804,6,-RRB-,O
gk,2804,7,or,O
gk,2804,8,150,QUANTITY
gk,2804,9,g,UNIT
gk,2804,10,fresh,DF
gk,2804,11,raspberries,NAME
gk,2805,0,2,QUANTITY
gk,2805,1,tablespoons,UNIT
gk,2805,2,palm,NAME
gk,2805,3,sugar,NAME
gk,2805,4,-LRB-,O
gk,2805,5,or,O
gk,2805,6,substitute,NAME
gk,2805,7,brown,NAME
gk,2805,8,sugar,NAME
gk,2805,9,-RRB-,O
gk,2806,0,4,QUANTITY
gk,2806,1,boneless,STATE
gk,2806,2,chicken,NAME
gk,2806,3,breasts,NAME
gk,2807,0,5,QUANTITY
gk,2807,1,teaspoons,UNIT
gk,2807,2,sesame,NAME
gk,2807,3,seed,NAME
gk,2807,4,oil,NAME
gk,2808,0,2,QUANTITY
gk,2808,1,packages,UNIT
gk,2808,2,instant,NAME
gk,2808,3,pistachio,NAME
gk,2808,4,pudding,NAME
gk,2808,5,mix,NAME
gk,2809,0,1/4,QUANTITY
gk,2809,1,cup,UNIT
gk,2809,2,unsalted,STATE
gk,2809,3,peanuts,NAME
gk,2810,0,10,QUANTITY
gk,2810,1,ounces,UNIT
gk,2810,2,red,NAME
gk,2810,3,potatoes,NAME
gk,2810,4,",",O
gk,2810,5,cut,O
gk,2810,6,into,O
gk,2810,7,1/2-inch,O
gk,2810,8,cubes,O
gk,2811,0,2,QUANTITY
gk,2811,1,tablespoons,UNIT
gk,2811,2,sesame,NAME
gk,2811,3,oil,NAME
gk,2812,0,1,QUANTITY
gk,2812,1,cup,UNIT
gk,2812,2,dark,NAME
gk,2812,3,chocolate,NAME
gk,2812,4,chips,NAME
gk,2813,0,1 1/4,QUANTITY
gk,2813,1,cups,UNIT
gk,2813,2,chicken,NAME
gk,2813,3,stock,NAME
gk,2813,4,or,O
gk,2813,5,1 1/4,O
gk,2813,6,cups,O
gk,2813,7,canned,O
gk,2813,8,low,O
gk,2813,9,sodium,O
gk,2813,10,chicken,O
gk,2813,11,broth,O
gk,2814,0,2,QUANTITY
gk,2814,1,tablespoons,UNIT
gk,2814,2,virgin,NAME
gk,2814,3,olive,NAME
gk,2814,4,oil,NAME
gk,2815,0,1,QUANTITY
gk,2815,1,lb,UNIT
gk,2815,2,frozen,TEMP
gk,2815,3,broccoli,NAME
gk,2815,4,florets,NAME
gk,2816,0,2,QUANTITY
gk,2816,1,cups,UNIT
gk,2816,2,frozen,TEMP
gk,2816,3,green,NAME
gk,2816,4,beans,NAME
gk,2817,0,1/2,QUANTITY
gk,2817,1,teaspoon,UNIT
gk,2817,2,mixed,NAME
gk,2817,3,Italian,NAME
gk,2817,4,herbs,NAME
gk,2818,0,2 1/4,QUANTITY
gk,2818,1,cups,UNIT
gk,2818,2,diced,STATE
gk,2818,3,fresh,DF
gk,2818,4,mushrooms,NAME
gk,2819,0,1 1/2,QUANTITY
gk,2819,1,tablespoons,UNIT
gk,2819,2,fresh,DF
gk,2819,3,lime,NAME
gk,2819,4,juice,NAME
gk,2820,0,2 1/4,QUANTITY
gk,2820,1,teaspoons,UNIT
gk,2820,2,dry,DF
gk,2820,3,yeast,NAME
gk,2821,0,15,QUANTITY
gk,2821,1,ounces,UNIT
gk,2821,2,unsweetened,STATE
gk,2821,3,coconut,NAME
gk,2821,4,milk,NAME
gk,2822,0,1 1/2,QUANTITY
gk,2822,1,tablespoons,UNIT
gk,2822,2,mild,STATE
gk,2822,3,paprika,NAME
gk,2823,0,1 1/4,QUANTITY
gk,2823,1,-,O
gk,2823,2,2,O
gk,2823,3,cups,UNIT
gk,2823,4,warm,TEMP
gk,2823,5,water,NAME
gk,2824,0,1,QUANTITY
gk,2824,1,medium,SIZE
gk,2824,2,yellow,NAME
gk,2824,3,onion,NAME
gk,2824,4,-LRB-,O
gk,2824,5,chopped,STATE
gk,2824,6,-RRB-,O
gk,2825,0,12,QUANTITY
gk,2825,1,ounces,UNIT
gk,2825,2,fresh,DF
gk,2825,3,green,NAME
gk,2825,4,beans,NAME
gk,2826,0,1 1/4,QUANTITY
gk,2826,1,cups,UNIT
gk,2826,2,yellow,NAME
gk,2826,3,cornmeal,NAME
gk,2827,0,250,QUANTITY
gk,2827,1,g,UNIT
gk,2827,2,frozen,TEMP
gk,2827,3,mixed,NAME
gk,2827,4,vegetables,NAME
gk,2828,0,10,QUANTITY
gk,2828,1,tablespoons,UNIT
gk,2828,2,lite,NAME
gk,2828,3,olive,NAME
gk,2828,4,oil,NAME
gk,2829,0,1 1/2,QUANTITY
gk,2829,1,teaspoons,UNIT
gk,2829,2,cumin,NAME
gk,2829,3,seeds,NAME
gk,2829,4,",",O
gk,2829,5,ground,STATE
gk,2830,0,2,QUANTITY
gk,2830,1,cups,UNIT
gk,2830,2,brown,NAME
gk,2830,3,sugar,NAME
gk,2831,0,1,QUANTITY
gk,2831,1,diced,STATE
gk,2831,2,tomatoes,NAME
gk,2832,0,ham,NAME
gk,2832,1,",",O
gk,2832,2,2,QUANTITY
gk,2832,3,thin,O
gk,2832,4,slices,UNIT
gk,2833,0,5,QUANTITY
gk,2833,1,ounces,UNIT
gk,2833,2,day-old,O
gk,2833,3,white,NAME
gk,2833,4,bread,NAME
gk,2833,5,",",O
gk,2833,6,slices,UNIT
gk,2834,0,white,NAME
gk,2834,1,peppercorns,NAME
gk,2835,0,3,QUANTITY
gk,2835,1,cups,UNIT
gk,2835,2,long-grain,O
gk,2835,3,rice,NAME
gk,2836,0,2,QUANTITY
gk,2836,1,small,SIZE
gk,2836,2,bananas,NAME
gk,2837,0,16,QUANTITY
gk,2837,1,ounces,UNIT
gk,2837,2,frozen,TEMP
gk,2837,3,collard,NAME
gk,2837,4,greens,NAME
gk,2838,0,3,QUANTITY
gk,2838,1,tablespoons,UNIT
gk,2838,2,light,DF
gk,2838,3,mayonnaise,NAME
gk,2839,0,2,QUANTITY
gk,2839,1,cups,UNIT
gk,2839,2,mashed,STATE
gk,2839,3,potatoes,NAME
gk,2840,0,3,QUANTITY
gk,2840,1,teaspoons,UNIT
gk,2840,2,soy,NAME
gk,2840,3,sauce,NAME
gk,2841,0,2,QUANTITY
gk,2841,1,tablespoons,UNIT
gk,2841,2,Italian,NAME
gk,2841,3,dressing,NAME
gk,2842,0,2,QUANTITY
gk,2842,1,tablespoons,UNIT
gk,2842,2,superfine,STATE
gk,2842,3,sugar,NAME
gk,2843,0,2-3,QUANTITY
gk,2843,1,teaspoons,UNIT
gk,2843,2,hot,TEMP
gk,2843,3,pepper,NAME
gk,2843,4,sauce,NAME
gk,2844,0,2 1/2,QUANTITY
gk,2844,1,cups,UNIT
gk,2844,2,tomatoes,NAME
gk,2844,3,",",O
gk,2844,4,diced,STATE
gk,2845,0,3,QUANTITY
gk,2845,1,tablespoons,UNIT
gk,2845,2,all-purpose,NAME
gk,2845,3,flour,NAME
gk,2846,0,1 1/2,QUANTITY
gk,2846,1,cups,UNIT
gk,2846,2,powdered,STATE
gk,2846,3,sugar,NAME
gk,2847,0,2,QUANTITY
gk,2847,1,tablespoons,UNIT
gk,2847,2,fresh,DF
gk,2847,3,coriander,NAME
gk,2848,0,4,QUANTITY
gk,2848,1,lemons,NAME
gk,2848,2,-LRB-,O
gk,2848,3,Nimbu,O
gk,2848,4,",",O
gk,2848,5,cut,STATE
gk,2848,6,in,O
gk,2848,7,quarters,O
gk,2848,8,-RRB-,O
gk,2849,0,1,QUANTITY
gk,2849,1,cup,UNIT
gk,2849,2,daikon,NAME
gk,2849,3,radish,NAME
gk,2849,4,",",O
gk,2849,5,1-inch,O
gk,2849,6,cubes,O
gk,2849,7,-LRB-,O
gk,2849,8,Japanese,O
